sentence,packed_sentence,entities
星宇商務長月初拜會旅遊業者時有提到台中目標放架,星宇(Nb)　商務長(Na)　月初(Nd)　拜會(VC)　旅遊(VA)　業者(Na)　時(Ng)　有(V_2)　提到(VE)　台中(Nc)　目標(Na)　放架(VC),"[{'word': '星宇', 'ner': 'ORG'}, {'word': '月初', 'ner': 'DATE'}, {'word': '台中', 'ner': 'GPE'}]"
未來會不會再加碼就看中部鄉親的支持力道了,未來(Nd)　會不會(D)　再(D)　加碼(VA)　就(D)　看(VC)　中部(Ncd)　鄉親(Na)　的(DE)　支持(VC)　力道(Na)　了(T),[]
那第二架什麼時候來啊,那(Dk)　第二(Neu)　架(Nf)　什麼(Nep)　時候(Na)　來(VA)　啊(T),"[{'word': '第二', 'ner': 'ORDINAL'}]"
不是說要開美東開到哪裡去了呢,不(D)　是(SHI)　說(VE)　要(D)　開(VC)　美東(Nc)　開到(VCL)　哪裡(Ncd)　去(VCL)　了(Di)　呢(T),"[{'word': '美東', 'ner': 'GPE'}]"
之前預測月才能用開,之前(Nd)　預測(VE)　月(Na)　才(Da)　能(D)　用(P)　開(VC),[]
最快月才有進度吧,最(Dfa)　快(VH)　月(Na)　才(Da)　有(V_2)　進度(Na)　吧(T),[]
三月有新業務加入沒那麼糟了,三月(Nd)　有(V_2)　新(VH)　業務(Na)　加入(VC)　沒(D)　那麼(D)　糟(VH)　了(T),"[{'word': '三月', 'ner': 'DATE'}]"
的新業務是什麼,的(DE)　新(VH)　業務(Na)　是(SHI)　什麼(Nep),[]
松指直飛羽田,松指(Na)　直飛(VCL)　羽田(Nb),"[{'word': '松', 'ner': 'PERSON'}]"
日本飛起來,日本(Nc)　飛起來(VA),"[{'word': '日本', 'ner': 'GPE'}]"
堆柵欄仔,堆(VC)　柵欄仔(Na),[]
整天松指松指松山機場不就軍民共用機場沒知識不會,整(Neqa)　天(Nf)　松(Na)　指(VG)　松(Na)　指(VG)　松山機場(Nc)　不(D)　就(P)　軍民(Na)　共用(VC)　機場(Nc)　沒(VJ)　知識(Na)　不會(D),"[{'word': '松山機場', 'ner': 'FAC'}]"
立委想要帶風向堆網路空軍幫忙喊真的噁心,立委(Na)　想要(VE)　帶(VC)　風向(Na)　堆(Nf)　網路(Na)　空軍(Nc)　幫忙(VC)　喊(VE)　真的(D)　噁心(VH),[]
我也想要松指飛羽田包機啦坐等鄉民開團,我(Nh)　也(D)　想要(VE)　松指飛(Nb)　羽田(Nb)　包機(Na)　啦(T)　坐(VA)　等(Cab)　鄉民(Na)　開團(VA),[]
如果可以飛鄉民包機你以為很難嗎,如果(Cbb)　可以(D)　飛(VA)　鄉民(Na)　包機(Na)　你(Nh)　以為(VE)　很(Dfa)　難(VH)　嗎(T),[]
政府不是定調私人行程松指包機,政府(Na)　不(D)　是(SHI)　定調(VC)　私人(Nh)　行程(Na)　松(Nb)　指(VG)　包機(Na),[]
幹嘛崩潰喊柵欄,幹嘛(D)　崩潰(VH)　喊(VE)　柵欄(Na),[]
那邊不對你們內部喬好到切合法謝謝指教不就好,那邊(Ncd)　不(D)　對(P)　你們(Nh)　內部(Ncd)　喬(VC)　好(VH)　到(P)　切合法(VJ)　謝謝(VJ)　指教(VA)　不(D)　就(D)　好(VH),[]
拿軍民混用的詞來模糊軍用基地與民用航廈的不同,拿(VC)　軍民(Na)　混用(VH)　的(DE)　詞(Na)　來(D)　模糊(VH)　軍用(A)　基地(Nc)　與(Caa)　民用(A)　航廈(Na)　的(DE)　不同(VH),[]
既然軍民合用,既然(Cbb)　軍民(Na)　合用(VC),[]
那你試試看在松指辦托運出境登機打臉大家啊,那(Dk)　你(Nh)　試試(VE)　看(Di)　在(P)　松指(Nb)　辦(VC)　托運(VC)　出境(VA)　登機(VA)　打臉(VA)　大家(Nh)　啊(T),"[{'word': '松', 'ner': 'GPE'}]"
這推文是回錯篇了嗎不知道還以為要開松山羽田了,這(Nep)　推文(Na)　是(SHI)　回錯(Na)　篇(Na)　了(T)　嗎(T)　不(D)　知道(VK)　還(D)　以為(VE)　要(D)　開(VC)　松山(Nc)　羽田(Nb)　了(T),"[{'word': '松山羽田', 'ner': 'FAC'}]"
哈怎麼歪樓了,哈(D)　怎麼(D)　歪樓(Nc)　了(T),[]
希望新業務是桃園小港接駁機適合精神號,希望(VK)　新(VH)　業務(Na)　是(SHI)　桃園(Nc)　小港(Nc)　接駁機(Na)　適合(VH)　精神號(Nb),"[{'word': '桃園小港', 'ner': 'GPE'}]"
新業務是租來的要上線了嗎,新(VH)　業務(Na)　是(SHI)　租來(VC)　的(DE)　要(D)　上線(VA)　了(T)　嗎(T),[]
逢低再加碼嗎,逢(P)　低(VH)　再(D)　加碼(VA)　嗎(T),[]
喔對欸租來的高雄的沒了該換手了吧反正松山又放不下笑死,喔(I)　對(VH)　欸(I)　租來(VC)　的(DE)　高雄(Nc)　的(DE)　沒(VJ)　了(Di)　該(D)　換手(VA)　了(Di)　吧(T)　反正(D)　松山(Nc)　又(D)　放不下(VJ)　笑死(VHC),"[{'word': '高雄', 'ner': 'GPE'}, {'word': '松山', 'ner': 'GPE'}]"
直上面上面,直(D)　上面(Ncd)　上面(Ncd),[]
不如說你們的上面應該看到台灣球打太好很焦慮吧又沒東西酸了好慘啊,不如(Cbb)　說(VE)　你們(Nh)　的(DE)　上面(Ncd)　應該(D)　看到(VE)　台灣(Nc)　球(Na)　打(VC)　太(Dfa)　好(VH)　很(Dfa)　焦慮(VH)　吧(T)　又(D)　沒(VJ)　東西(Na)　酸(VH)　了(Di)　好(Dfa)　慘(VH)　啊(T),"[{'word': '台灣', 'ner': 'GPE'}]"
第二架應該四月多會到,第二(Neu)　架(Nf)　應該(D)　四月(Nd)　多(Neqb)　會(D)　到(P),"[{'word': '第二', 'ner': 'ORDINAL'}, {'word': '四月', 'ner': 'DATE'}]"
五月早上兩班東京都改成飛了,五月(Nd)　早上(Nd)　兩(Neu)　班(Nf)　東京都(Nc)　改成(VG)　飛(VA)　了(Di),"[{'word': '五月早上', 'ner': 'TIME'}, {'word': '兩', 'ner': 'CARDINAL'}, {'word': '東京', 'ner': 'GPE'}]"
第二架已經試飛三次了搞不好下禮拜就回家了月初應該號機會回來,第二(Neu)　架(Nf)　已經(D)　試飛(VA)　三(Neu)　次(Nf)　了(T)　搞不好(D)　下(Nes)　禮拜(Na)　就(D)　回家(VA)　了(Di)　月初(Nd)　應該(D)　號(Nf)　機會(Na)　回來(VA),"[{'word': '第二', 'ner': 'ORDINAL'}, {'word': '三', 'ner': 'CARDINAL'}, {'word': '下禮拜', 'ner': 'DATE'}, {'word': '月初', 'ner': 'DATE'}]"
華航的不知道到時候會不會乾脆就三四架起編隊回來,華航(Nc)　的(DE)　不(D)　知道(VK)　到時候(D)　會不會(D)　乾脆(VH)　就(D)　三四(Neu)　架(VC)　起(Di)　編隊(VB)　回來(VA),"[{'word': '華航', 'ner': 'ORG'}, {'word': '三四', 'ner': 'CARDINAL'}]"
然後在跑道上空衝場解散繞五邊落地做夢,然後(D)　在(P)　跑道(Na)　上空(Nc)　衝場(VA)　解散(VHC)　繞(VA)　五(Neu)　邊(Ncd)　落地(VA)　做夢(VA),"[{'word': '五', 'ner': 'CARDINAL'}]"
結果只試飛兩次就回家了這速度有夠快,結果(Dk)　只(Da)　試飛(VA)　兩(Neu)　次(Nf)　就(D)　回家(VA)　了(Di)　這(Nep)　速度(Na)　有(Dfa)　夠(Dfa)　快(VH),"[{'word': '兩', 'ner': 'CARDINAL'}]"
呵呵現在變成要從松指部航廈,呵呵(D)　現在(Nd)　變成(VG)　要(D)　從(P)　松指部(Nc)　航廈(Na),[]
要不要順便在松指部跑道起飛,要不要(D)　順便(D)　在(P)　松指部(Nc)　跑道(Na)　起飛(VA),[]
松指就說謊說的很好笑啊,松指(Nb)　就(D)　說謊(VA)　說(VE)　的(DE)　很(Dfa)　好笑(VH)　啊(T),"[{'word': '松指', 'ner': 'PERSON'}]"
的椅子又沒有認證問題,的(DE)　椅子(Na)　又(D)　沒有(VJ)　認證(VA)　問題(Na),[]
裝好試試就能回來賺了呀,裝好(VC)　試試(VF)　就(D)　能(D)　回來(VA)　賺(VC)　了(Di)　呀(T),[]
跟精神號比還各有千秋,跟(P)　精神號(Nb)　比(VC)　還(D)　各(D)　有(V_2)　千秋(Nd),"[{'word': '千秋', 'ner': 'DATE'}]"
應該是為台中飛日本航班多準備,應該(D)　是(SHI)　為(P)　台中(Nc)　飛(VA)　日本(Nc)　航班(Na)　多(D)　準備(VC),"[{'word': '台中', 'ner': 'GPE'}, {'word': '日本', 'ner': 'GPE'}]"
這個問題我的家人也有,這(Nep)　個(Nf)　問題(Na)　我(Nh)　的(DE)　家人(Na)　也(D)　有(V_2),[]
方法有兩個,方法(Na)　有(V_2)　兩(Neu)　個(Nf),"[{'word': '兩', 'ner': 'CARDINAL'}]"
換輪椅,換(VC)　輪椅(Na),[]
引述爆肝中之銘言,引述(VC)　爆(VH)　肝(Na)　中(Ng)　之(DE)　銘言(Na),[]
預計暑假前往沖繩,預計(VE)　暑假(Nd)　前往(VCL)　沖繩(Nc),"[{'word': '暑假', 'ner': 'DATE'}, {'word': '沖繩', 'ner': 'GPE'}]"
但家裡有身障人士,但(Cbb)　家(Nc)　裡(Ncd)　有(V_2)　身障(VH)　人士(Na),[]
法行走,法行(Na)　走(VA),[]
必須要坐自己的無法折疊的特製推,必須(D)　要(D)　坐(VA)　自己(Nh)　的(DE)　無法(D)　折疊(VC)　的(DE)　特製(VC)　推(VC),[]
今天去,今天(Nd)　去(VCL),"[{'word': '今天', 'ner': 'DATE'}]"
問星宇航空,問(VE)　星宇(Nb)　航空(Na),[]
說要注意航班調度,說(VE)　要(D)　注意(VK)　航班(Na)　調度(VC),[]
有可能會,有(V_2)　可能(Na)　會(D),[]
臨時改變機型,臨時(Nd)　改變(VC)　機型(Na),[]
從改成,從(P)　改成(VG),[]
這樣就無,這樣(VH)　就(D)　無(VJ),[]
法托運那台推車,法托運(Na)　那(Nep)　台(Nf)　推車(Na),[]
因為超過規定了,因為(Cbb)　超過(VJ)　規定(Na)　了(T),[]
這樣也,這樣(VH)　也(D),[]
無法訂機票,無法(D)　訂(VC)　機票(Na),[]
謝謝各位,謝謝(VJ)　各位(Nh),[]
這輪椅也太讚了吧,這(Nep)　輪椅(Na)　也(D)　太(Dfa)　讚(VH)　了(T)　吧(T),[]
現在日幣匯率沒便宜點嗎,現在(Nd)　日幣(Na)　匯率(Na)　沒(D)　便宜(VH)　點(Dfb)　嗎(T),[]
最近剛好也看到這台有在考慮,最近(Nd)　剛好(Da)　也(D)　看到(VE)　這(Nep)　台(Nf)　有(D)　在(D)　考慮(VE),[]
台灣咩,台灣(Nc)　咩(T),"[{'word': '台灣', 'ner': 'GPE'}]"
不想多花錢,不(D)　想(VE)　多(D)　花錢(VA),[]
卻想多服務,卻(D)　想(VE)　多(D)　服務(VC),[]
預計暑假前往沖繩,預計(VE)　暑假(Nd)　前往(VCL)　沖繩(Nc),"[{'word': '暑假', 'ner': 'DATE'}, {'word': '沖繩', 'ner': 'GPE'}]"
但家裡有身障人士,但(Cbb)　家(Nc)　裡(Ncd)　有(V_2)　身障(VH)　人士(Na),[]
法行走,法行(Na)　走(VA),[]
必須要坐自己的無法折疊的特製推,必須(D)　要(D)　坐(VA)　自己(Nh)　的(DE)　無法(D)　折疊(VC)　的(DE)　特製(VC)　推(VC),[]
今天去,今天(Nd)　去(VCL),"[{'word': '今天', 'ner': 'DATE'}]"
問星宇航空,問(VE)　星宇(Nb)　航空(Na),[]
說要注意航班調度,說(VE)　要(D)　注意(VK)　航班(Na)　調度(VC),[]
有可能會,有(V_2)　可能(Na)　會(D),[]
臨時改變機型,臨時(Nd)　改變(VC)　機型(Na),[]
從改成,從(P)　改成(VG),[]
這樣就無,這樣(VH)　就(D)　無(VJ),[]
法托運那台推車,法托運(Na)　那(Nep)　台(Nf)　推車(Na),[]
因為超過規定了,因為(Cbb)　超過(VJ)　規定(Na)　了(T),[]
這樣也,這樣(VH)　也(D),[]
無法訂機票,無法(D)　訂(VC)　機票(Na),[]
謝謝各位,謝謝(VJ)　各位(Nh),[]
所以要問什麼,所以(Cbb)　要(D)　問(VE)　什麼(Nep),[]
搭郵輪去就好,搭(VC)　郵輪(Na)　去(VCL)　就(D)　好(VH),[]
最會的是華航,最(Dfa)　會(D)　的(DE)　是(SHI)　華航(Nc),"[{'word': '華航', 'ner': 'ORG'}]"
然後看起來長榮都用飛真的要出門只能賭星宇了吧,然後(D)　看起來(D)　長榮(Nb)　都(D)　用(P)　飛(VA)　真的(D)　要(D)　出門(VA)　只(Da)　能(D)　賭(VE)　星宇(Na)　了(T)　吧(T),"[{'word': '長榮', 'ner': 'ORG'}]"
那待在家或是改東京大阪就好了會不會換機型,那(Dk)　待在(VCL)　家(Nc)　或是(Caa)　改(VC)　東京(Nc)　大阪(Nc)　就(D)　好(T)　了(Di)　會不會(D)　換(VC)　機型(Na),"[{'word': '東京大阪', 'ner': 'GPE'}]"
這只能擲杯,這(Nep)　只(Da)　能(D)　擲(VC)　杯(Na),[]
所以你要問什麼,所以(Cbb)　你(Nh)　要(D)　問(VE)　什麼(Nep),[]
供三小,供(VF)　三(Neu)　小(Na),"[{'word': '三', 'ner': 'CARDINAL'}]"
租台輪椅在國外將就用就好,租(VD)　台(Nf)　輪椅(Na)　在(P)　國外(Nc)　將就(VH)　用(VC)　就(D)　好(VH),[]
或許換別的點或是大郵輪都是不錯的方案,或許(D)　換(VC)　別的(Neqa)　點(Na)　或是(Caa)　大(VH)　郵輪(Na)　都(D)　是(SHI)　不錯(VH)　的(DE)　方案(Na),[]
每個人都會想去旅遊,每(Nes)　個(Nf)　人(Na)　都(D)　會(D)　想(VE)　去(D)　旅遊(VA),[]
祝你能夠順利,祝(VE)　你(Nh)　能夠(D)　順利(VH),[]
所以,所以(Cbb),[]
飛東京定,飛(VA)　東京(Nc)　定(VC),"[{'word': '東京', 'ner': 'GPE'}]"
飛羽田轉沖繩,飛羽田(Nc)　轉(VC)　沖繩(Nc),"[{'word': '羽田', 'ner': 'GPE'}, {'word': '沖繩', 'ner': 'GPE'}]"
兩大日本都是用廣體飛,兩(Neu)　大(VH)　日本(Nc)　都(D)　是(SHI)　用(P)　廣體(Na)　飛(VA),"[{'word': '兩', 'ner': 'CARDINAL'}, {'word': '日本', 'ner': 'GPE'}]"
只能博杯高機率都有換的機率存在所以你應該是改去東京大阪不是賭沖繩至少保證有廣體機執飛的航班可以換,只(Da)　能(Na)　博杯(Na)　高機率(Na)　都(D)　有(V_2)　換(VC)　的(DE)　機率(Na)　存在(VA)　所以(Cbb)　你(Nh)　應該(D)　是(SHI)　改(VC)　去(VCL)　東京(Nc)　大阪(Nc)　不(D)　是(SHI)　賭(VE)　沖繩(Nc)　至少(Da)　保證(VE)　有(V_2)　廣體機(Na)　執飛(VC)　的(DE)　航班(Na)　可以(D)　換(VC),"[{'word': '大阪', 'ner': 'GPE'}, {'word': '沖繩', 'ner': 'GPE'}]"
確實種困擾改搭郵輪,確實(D)　種(Nf)　困擾(Na)　改搭(VC)　郵輪(Na),[]
還沒訂票的話不然改成定飛廣體的航點不就好了長榮的福岡早上大阪東京定飛廣體,還(D)　沒(D)　訂(VC)　票(Na)　的話(Cba)　不然(Cbb)　改成(VG)　定飛(VC)　廣體(VH)　的(DE)　航點(Na)　不(D)　就(D)　好(VH)　了(T)　長榮(Nb)　的(DE)　福岡(Nc)　早上(Nd)　大阪(Nc)　東京(Nc)　定飛(Nb)　廣體(Na),"[{'word': '長榮', 'ner': 'ORG'}, {'word': '福岡', 'ner': 'GPE'}, {'word': '早上', 'ner': 'TIME'}, {'word': '大阪', 'ner': 'GPE'}, {'word': '東京', 'ner': 'GPE'}]"
其實星宇日本線差不多都廣體了查了下剩下宮古島函館神戶神戶似乎不能起降廣體,其實(D)　星宇(Na)　日本線(Na)　差不多(D)　都(D)　廣體(VH)　了(Di)　查(VE)　了(Di)　下(Ng)　剩下(VJ)　宮古島(Nc)　函館(Nc)　神戶(Nc)　神戶(Nc)　似乎(D)　不能(D)　起降(VA)　廣體(VH),"[{'word': '日本', 'ner': 'GPE'}, {'word': '宮古島', 'ner': 'LOC'}]"
坐船阿幹嘛定要坐飛機,坐(VA)　船(Na)　阿幹嘛(T)　定(D)　要(D)　坐(VA)　飛機(Na),[]
去沖繩玩個最大的原因就是近,去(D)　沖繩(Nc)　玩(VC)　個(Nf)　最(Dfa)　大(VH)　的(DE)　原因(Na)　就(D)　是(SHI)　近(Nes),"[{'word': '沖繩', 'ner': 'GPE'}]"
如果要搭船去的話這個優勢就不見了,如果(Cbb)　要(D)　搭船(VA)　去(T)　的話(Cba)　這(Nep)　個(Nf)　優勢(Na)　就(D)　不見了(VH),[]
沒辦法登機,沒辦法(VI)　登機(VA),[]
再近也沒用,再(D)　近(VH)　也(D)　沒用(VH),[]
有什麼特殊狀況只能坐這台輪椅嗎,有(V_2)　什麼(Nep)　特殊(VH)　狀況(Na)　只(Da)　能(D)　坐(VA)　這(Nep)　台(Nf)　輪椅(Na)　嗎(T),[]
不過過程中也是得坐飛機椅跟機場輪椅,不過(Cbb)　過程(Na)　中(Ng)　也(D)　是(SHI)　得(D)　坐(VA)　飛機椅(Na)　跟(Caa)　機場(Nc)　輪椅(Na),[]
應該可以搭般輪椅才對,應該(D)　可以(D)　搭(VC)　般(Ng)　輪椅(Na)　才(Da)　對(VH),[]
搭郵輪,搭(VC)　郵輪(Na),[]
或是不要去沖繩沖繩就是近,或是(Caa)　不要(D)　去(VCL)　沖繩(Nc)　沖繩(Nc)　就(D)　是(SHI)　近(Da),"[{'word': '沖繩', 'ner': 'GPE'}, {'word': '沖繩', 'ner': 'GPE'}]"
搭船才不會久到靠杯啊,搭船(VA)　才(Da)　不會(D)　久(VH)　到(P)　靠(VJ)　杯(Na)　啊(T),[]
怎麼會優勢不見了,怎麼(D)　會(D)　優勢(Na)　不見了(VH),[]
身障真的郵輪比較好,身障(VH)　真的(D)　郵輪(Na)　比較(Dfa)　好(VH),[]
你知道搭郵輪到沖繩要小時嗎,你(Nh)　知道(VK)　搭(VC)　郵輪(Na)　到(VCL)　沖繩(Nc)　要(D)　小時(VH)　嗎(T),"[{'word': '沖繩', 'ner': 'GPE'}]"
這時間足夠你搭飛機到歐美了,這(Nep)　時間(Na)　足夠(VH)　你(Nh)　搭(VC)　飛機(Na)　到(VCL)　歐美(Nc)　了(T),"[{'word': '歐', 'ner': 'LOC'}, {'word': '美', 'ner': 'LOC'}]"
這世界上的觀光海島那麼多,這(Nep)　世界(Nc)　上(Ncd)　的(DE)　觀光(Nv)　海島(Na)　那麼多(Neqa),[]
沖繩最大的優勢是搭飛機個多小時就到,沖繩(Nc)　最(Dfa)　大(VH)　的(DE)　優勢(Na)　是(SHI)　搭(VC)　飛機(Na)　個(Nf)　多(Neqb)　小時(Na)　就(D)　到(VCL),"[{'word': '沖繩', 'ner': 'GPE'}, {'word': '個多小時', 'ner': 'TIME'}]"
如果沒了這個優勢,如果(Cbb)　沒(VJ)　了(Di)　這(Nep)　個(Nf)　優勢(Na),[]
我個人覺得不到非去不可,我(Nh)　個人(Nh)　覺得(VK)　不(D)　到(VCL)　非(D)　去(D)　不可(D),[]
但身障人士應該會更注重方便而不是航行速度吧主要是郵輪大多停靠最多天會在搭配石垣或宮古島想在沖繩多玩幾天的真的只能選飛機,但(Cbb)　身障(Na)　人士(Na)　應該(D)　會(D)　更(D)　注重(VJ)　方便(VH)　而(Cbb)　不(D)　是(SHI)　航行(Nv)　速度(Na)　吧(T)　主要(D)　是(SHI)　郵輪(Na)　大多(Neqa)　停靠(VC)　最多(Da)　天(Nf)　會(D)　在(P)　搭配(VC)　石垣(Na)　或(Caa)　宮古島(Nc)　想(VE)　在(P)　沖繩(Nc)　多(D)　玩(VC)　幾(Neu)　天(Nf)　的(DE)　真的(D)　只(Da)　能(D)　選(VC)　飛機(Na),"[{'word': '宮古島', 'ner': 'LOC'}, {'word': '沖繩', 'ner': 'GPE'}, {'word': '幾天', 'ner': 'DATE'}]"
神戶不能將廣體,神戶(Nc)　不能(D)　將(P)　廣體(VH),[]
他媽動點腦好嗎,他(I)　媽(Na)　動(VAC)　點(Nf)　腦(Na)　好(VH)　嗎(T),[]
神戶擋廣體可能是日本政府給的,神戶(Nc)　擋(VC)　廣體(VH)　可能(D)　是(SHI)　日本(Nc)　政府(Na)　給(VD)　的(DE),"[{'word': '日本', 'ner': 'NORP'}]"
神戶機場有起降廣體機紀錄嗎,神戶(Nc)　機場(Nc)　有(V_2)　起降(Nv)　廣體機(Na)　紀錄(Na)　嗎(T),"[{'word': '神戶機場', 'ner': 'FAC'}]"
願聞其詳目前看起來極限是中型客機,願聞(VK)　其詳(Nep)　目前(Nd)　看起來(D)　極限(Na)　是(SHI)　中型(Na)　客機(Na),[]
神戶有的紀錄,神戶(Nc)　有(V_2)　的(DE)　紀錄(Na),[]
應該是不行吧神戶啟用第台飛機就是往東京的,應該(D)　是(SHI)　不行(VH)　吧(T)　神戶(Nc)　啟用(VC)　第(Neu)　台(Nf)　飛機(Na)　就(D)　是(SHI)　往(P)　東京(Nc)　的(DE),"[{'word': '第台', 'ner': 'ORDINAL'}, {'word': '東京', 'ner': 'GPE'}]"
可能也不行,可能(D)　也(D)　不行(VH),[]
日航有把壓到遠低最大起飛重量飛國內線,日航(Nb)　有(V_2)　把(Nf)　壓到(VC)　遠(Dfa)　低(VH)　最(Dfa)　大(VH)　起飛(Nv)　重量(Na)　飛(VA)　國內線(Na),"[{'word': '日航', 'ner': 'ORG'}]"
就只差有沒有飛過神戶而已,就(D)　只(Da)　差(VH)　有沒有(D)　飛過(VCL)　神戶(Nc)　而已(T),"[{'word': '神戶', 'ner': 'GPE'}]"
能降沒道理不行都飛過了,能(D)　降(VC)　沒道理(VH)　不行(VH)　都(D)　飛過(VCL)　了(Di),[]
飛美國定,飛(VA)　美國(Nc)　定(VC),"[{'word': '美國', 'ner': 'GPE'}]"
可以不行,可以(D)　不行(VH),[]
航空版神人,航空版(Na)　神人(Na),[]
人家會幫你想辦法吧,人家(Nh)　會(D)　幫(P)　你(Nh)　想(VE)　辦法(Na)　吧(T),[]
重返馬德里不思議,重返(VCL)　馬德里(Nc)　不思議(VH),"[{'word': '馬德里', 'ner': 'GPE'}]"
匈牙利的小鎮啦,匈牙利(Nc)　的(DE)　小鎮(Nc)　啦(T),"[{'word': '匈牙利', 'ner': 'GPE'}]"
感謝星宇員工贊助播出,感謝(VK)　星宇(Nb)　員工(Na)　贊助(VD)　播出(VC),"[{'word': '星宇', 'ner': 'ORG'}]"
馬德里不思議在匈牙利拍的,馬德里(Nc)　不思議(VH)　在(P)　匈牙利(Nc)　拍(VC)　的(DE),"[{'word': '馬德里', 'ner': 'PERSON'}, {'word': '匈牙利', 'ner': 'GPE'}]"
下次應該開西班牙了,下(Nes)　次(Nf)　應該(D)　開(VC)　西班牙(Nc)　了(T),"[{'word': '西班牙', 'ner': 'GPE'}]"
開西班牙的話巴塞隆納會不會比馬德里先開,開(VC)　西班牙(Nc)　的話(Cba)　巴塞隆納(Nc)　會不會(D)　比(P)　馬德里(Nc)　先(D)　開(VC),"[{'word': '西班牙', 'ner': 'GPE'}, {'word': '巴塞隆納', 'ner': 'GPE'}, {'word': '馬德里', 'ner': 'GPE'}]"
星宇的離職率不曉得怎麼樣,星宇(Nb)　的(DE)　離職率(Na)　不(D)　曉得(VK)　怎麼樣(VH),"[{'word': '星宇', 'ner': 'ORG'}]"
這麼執著行銷,這麼(Dfa)　執著(VH)　行銷(Na),[]
好急,好(Dfa)　急(VH),[]
好奇星宇行銷是誰掌控的,好奇(VH)　星宇(Nc)　行銷(Na)　是(SHI)　誰(Nh)　掌控(VC)　的(T),[]
真有夠鬼才,真(D)　有夠(V_2)　鬼才(Na),[]
合理,合理(VH),[]
發年終客人又不會變多,發(VD)　年終(Nd)　客人(Na)　又(D)　不會(D)　變多(VG),[]
找代言才是,找(VC)　代言(VA)　才(Da)　是(SHI),[]
這個帥,這(Nep)　個(Nf)　帥(Na),[]
肯花給推,肯(VL)　花(VD)　給(P)　推(VD),[]
這麼花重本,這麼(D)　花(VC)　重本(VH),[]
明年幾個月,明年(Nd)　幾(Neu)　個(Nf)　月(Na),"[{'word': '明年幾個月', 'ner': 'DATE'}]"
請很貴嗎,請(VF)　很(Dfa)　貴(VH)　嗎(T),[]
然後只剩下個月,然後(D)　只(Da)　剩下(VJ)　個(Nf)　月(Na),"[{'word': '下個月', 'ner': 'DATE'}]"
